name,normalized_name,prefecture,city,address,postal_code,latitude,longitude,phone_number,website_url,opening_hours,source,source_id,source_url
弁天湯,弁天湯,東京都,,,,35.7053301,139.575745,,,Fr-We 15:40-23:00,openstreetmap,node/5948514986,https://www.openstreetmap.org/node/5948514986
ゆラックス,ゆラックス,東京都,,,,35.7355452,139.7165688,,,Su-Fr 15:00-22:00,openstreetmap,node/5999499586,https://www.openstreetmap.org/node/5999499586
松見湯,松見湯,東京都,,,,35.6964962,139.4257636,,,,openstreetmap,node/6053951950,https://www.openstreetmap.org/node/6053951950
立川湯屋敷・梅の湯,立川湯屋敷・梅の湯,東京都,,,,35.7033038,139.4164374,,,,openstreetmap,node/6053959457,https://www.openstreetmap.org/node/6053959457
旭湯,旭湯,東京都,,,,35.6718647,139.4741495,,,Tu-Su 16:00-23:00,openstreetmap,node/6053977544,https://www.openstreetmap.org/node/6053977544
鶴の湯,鶴の湯,東京都,,,,35.6573324,139.5353381,,,,openstreetmap,node/6124507698,https://www.openstreetmap.org/node/6124507698
塩湯,塩湯,東京都,,,,35.6873657,139.727293,,,,openstreetmap,node/6124532271,https://www.openstreetmap.org/node/6124532271
境南浴場,境南浴場,東京都,,,,35.7001819,139.5412396,,,,openstreetmap,node/6127473246,https://www.openstreetmap.org/node/6127473246
飛鳥山温泉,飛鳥山温泉,東京都,北区,東京都北区滝野川二丁目432,,35.7492713,139.7341366,,,We-Mo 14:30-00:30,openstreetmap,node/6344060185,https://www.openstreetmap.org/node/6344060185
松本湯,松本湯,東京都,,,,35.7108272,139.6897265,,,,openstreetmap,node/6344060187,https://www.openstreetmap.org/node/6344060187
ゆ〜ポッポ,ゆ〜ポッポ,東京都,,,,35.7600429,139.6558346,,,Tu-Su 15:00-23:00,openstreetmap,node/6344060188,https://www.openstreetmap.org/node/6344060188
三の輪湯,三の輪湯,東京都,,,,35.7137604,139.6819739,,,Tu-Su 15:30-01:00,openstreetmap,node/6344060189,https://www.openstreetmap.org/node/6344060189
上越泉,上越泉,東京都,,,,35.7109852,139.6549054,,,Sa-Th 15:30-23:00,openstreetmap,node/6344060190,https://www.openstreetmap.org/node/6344060190
富士の湯,富士の湯,東京都,,台東区橋場2-21-7,,35.727673,139.8053201,,,Sa-Th 14:00-23:00,openstreetmap,node/6344060192,https://www.openstreetmap.org/node/6344060192
小松湯,小松湯,東京都,,,,35.6998625,139.8634581,,,Th-Tu 15:00-23:00,openstreetmap,node/6344060194,https://www.openstreetmap.org/node/6344060194
君の湯,君の湯,東京都,,,,35.7258641,139.7271449,,,Su-Fr 15:00-23:30,openstreetmap,node/6344060195,https://www.openstreetmap.org/node/6344060195
パブリバ八光,パブリバ八光,東京都,,,,35.7532875,139.6832817,,,Th-Tu 15:30-23:30,openstreetmap,node/6344060285,https://www.openstreetmap.org/node/6344060285
ゆ〜らんど,ゆ〜らんど,東京都,,,,35.7489463,139.715349,,,Tu-Su 13:30-01:00,openstreetmap,node/6344060485,https://www.openstreetmap.org/node/6344060485
アクア東中野,アクア東中野,東京都,,,,35.707479,139.6857349,,,,openstreetmap,node/6344060486,https://www.openstreetmap.org/node/6344060486
健康浴泉,健康浴泉,東京都,,,,35.7084647,139.6814245,,,Th-Tu 15:00-00:30,openstreetmap,node/6344060785,https://www.openstreetmap.org/node/6344060785
金成湯,金成湯,東京都,,,,35.7054545,139.7321748,,,Sa-Th 15:00-01:30,openstreetmap,node/6344060788,https://www.openstreetmap.org/node/6344060788
昭和湯,昭和湯,東京都,,,,35.7121335,139.6579267,,,Su-Fr 15:00-23:00,openstreetmap,node/6344060789,https://www.openstreetmap.org/node/6344060789
小杉湯,小杉湯,東京都,,,,35.7081108,139.648811,,,Fr-We 15:30-01:45,openstreetmap,node/6344060790,https://www.openstreetmap.org/node/6344060790
平和湯,平和湯,東京都,,,,35.7123212,139.6385968,,,Tu-Su 15:00-23:00,openstreetmap,node/6344060791,https://www.openstreetmap.org/node/6344060791
川場湯,川場湯,東京都,,,,35.7472946,139.6670179,,,Tu-Su 15:00-00:00,openstreetmap,node/6344722286,https://www.openstreetmap.org/node/6344722286
井草湯,井草湯,東京都,,,,35.7194845,139.6148287,,,Tu-Su 14:35-22:30,openstreetmap,node/6347419690,https://www.openstreetmap.org/node/6347419690
喜久の湯(小川バスマンション),喜久の湯(小川バスマンション),東京都,,,,35.7686744,139.6452099,,,"Sa-Th 17:30-23:00, Su 15:30-23:30",openstreetmap,node/6347419691,https://www.openstreetmap.org/node/6347419691
庚申湯,庚申湯,東京都,,,,35.7227513,139.5284694,,,Tu-Su 15:00-23:00,openstreetmap,node/6347419692,https://www.openstreetmap.org/node/6347419692
松の湯,松の湯,東京都,,,,35.6924592,139.4877478,,,Tu-Su 15:00-22:45,openstreetmap,node/6347419693,https://www.openstreetmap.org/node/6347419693
アクアセゾン,アクアセゾン,東京都,,,,35.7616585,139.6843348,,,Sa-Th 13:30-23:30,openstreetmap,node/6347425785,https://www.openstreetmap.org/node/6347425785
アクアガーデン三越湯,アクアガーデン三越湯,東京都,,,,35.6447725,139.7242692,,,"Mo, We-Th, Sa 15:30-22:00",openstreetmap,node/6359681787,https://www.openstreetmap.org/node/6359681787
月光泉,月光泉,東京都,,,,35.6224699,139.6976488,,,Mo-Su 14:30-01:00,openstreetmap,node/6383650090,https://www.openstreetmap.org/node/6383650090
第二久の湯,第二久の湯,東京都,,,,35.6873121,139.8259907,,,Fr-We 15:00-23:00,openstreetmap,node/6389438985,https://www.openstreetmap.org/node/6389438985
ときわ健康温泉,ときわ健康温泉,東京都,,,,35.7666933,139.6792674,,,Tu-Su 14:00-23:30,openstreetmap,node/6395734985,https://www.openstreetmap.org/node/6395734985
クアパレスゆうゆう,クアパレスゆうゆう,東京都,,,,35.7447504,139.7210477,,,Sa-Th 14:00-00:00,openstreetmap,node/6413353891,https://www.openstreetmap.org/node/6413353891
湯処じんのび,湯処じんのび,東京都,,,,35.7823619,139.7769179,,,Tu-Su 14:00-00:00,openstreetmap,node/6435129285,https://www.openstreetmap.org/node/6435129285
岩の湯,岩の湯,東京都,,,,35.7747023,139.6440742,,,Sa-Th 15:30-23:00,openstreetmap,node/6435213685,https://www.openstreetmap.org/node/6435213685
功泉湯,功泉湯,東京都,,,,35.7794344,139.6730881,,,Th-Tu 15:00-23:30,openstreetmap,node/6435316485,https://www.openstreetmap.org/node/6435316485
寿湯,寿湯,東京都,,,,35.761897,139.6754381,,,We-Mo 15:45-00:00,openstreetmap,node/6435316685,https://www.openstreetmap.org/node/6435316685
十條湯,十條湯,東京都,,,,35.7628039,139.7200935,,,Sa-Th 15:15-23:30,openstreetmap,node/6436146385,https://www.openstreetmap.org/node/6436146385
若松湯,若松湯,東京都,,,,35.7704228,139.8101583,,,Sa-Th 15:00-00:00,openstreetmap,node/6436146686,https://www.openstreetmap.org/node/6436146686
曙湯,曙湯,東京都,,,,35.7657133,139.8052761,,,Fr-We 15:00-00:00,openstreetmap,node/6436146987,https://www.openstreetmap.org/node/6436146987
平和湯,平和湯,東京都,,,,35.7261062,139.6410089,,,Sa-Th 15:30-00:00,openstreetmap,node/6437674586,https://www.openstreetmap.org/node/6437674586
たからゆ,たからゆ,東京都,,,,35.7201209,139.6480471,,,Tu-Su 16:00-00:30,openstreetmap,node/6437674587,https://www.openstreetmap.org/node/6437674587
辰巳湯,辰巳湯,東京都,,,,35.7407043,139.6567591,,,Th-Tu 14:30-22:00,openstreetmap,node/6437773185,https://www.openstreetmap.org/node/6437773185
浅間湯,浅間湯,東京都,,,,35.739051,139.6719173,,,Sa-Th 16:00-23:50,openstreetmap,node/6437773186,https://www.openstreetmap.org/node/6437773186
栄湯,栄湯,東京都,,,,35.720639,139.678255,,,"Tu-Th, Sa-Su 15:00-00:00",openstreetmap,node/6438290785,https://www.openstreetmap.org/node/6438290785
クアパレス藤,クアパレス藤,東京都,,,,35.7408231,139.6995213,,,Th-Tu 15:30-00:00,openstreetmap,node/6445666990,https://www.openstreetmap.org/node/6445666990
第二富士の湯,第二富士の湯,東京都,,,,35.7467347,139.691926,,,"Tu-Th, Sa-Su 15:30-23:30",openstreetmap,node/6445673287,https://www.openstreetmap.org/node/6445673287
第二富士見湯,第二富士見湯,東京都,,,,35.7441825,139.6996951,,,Su-Fr 16:00-00:00,openstreetmap,node/6445673288,https://www.openstreetmap.org/node/6445673288
山の湯,山の湯,東京都,,,,35.7365752,139.6965142,,,Tu-Su 15:30-00:00,openstreetmap,node/6445673794,https://www.openstreetmap.org/node/6445673794
健康ランド末広湯,健康ランド末広湯,東京都,,,,35.7327662,139.6923205,,,Sa-Th 16:00-00:30,openstreetmap,node/6445673795,https://www.openstreetmap.org/node/6445673795
みやこ湯,みやこ湯,東京都,,,,35.7431309,139.7049062,,,Sa-Th 15:30-00:00,openstreetmap,node/6445673798,https://www.openstreetmap.org/node/6445673798
尾久ゆ〜らんど,尾久ゆ〜らんど,東京都,,,,35.7453054,139.7671909,,,Th-Mo 15:00-01:00,openstreetmap,node/6457265004,https://www.openstreetmap.org/node/6457265004
タイムリゾート,タイムリゾート,東京都,,,,35.7457521,139.777131,,,Sa-Th 15:00-00:00,openstreetmap,node/6457265006,https://www.openstreetmap.org/node/6457265006
喜楽湯,喜楽湯,東京都,,,,35.7341428,139.7792254,,,Tu-Su 15:00-00:00,openstreetmap,node/6457265007,https://www.openstreetmap.org/node/6457265007
やすらぎの湯 ニュー椿,やすらぎの湯ニュー椿,東京都,,,,35.7414017,139.7310071,,,Fr-We 15:00-00:00,openstreetmap,node/6457265891,https://www.openstreetmap.org/node/6457265891
鶴の湯,鶴の湯,東京都,,,,35.7472382,139.7368787,,,Sa-Th 15:00-00:00,openstreetmap,node/6457265988,https://www.openstreetmap.org/node/6457265988
香取湯,香取湯,東京都,,,,35.7400294,139.7429971,,,Sa-Th 14:00-00:00,openstreetmap,node/6457265989,https://www.openstreetmap.org/node/6457265989
ゆ〜ザ中井,ゆ〜ザ中井,東京都,,,,35.7160673,139.6889903,,,Fr-We 15:00-01:00,openstreetmap,node/6457506385,https://www.openstreetmap.org/node/6457506385
妙法湯,妙法湯,東京都,,,,35.7270976,139.697089,,,Tu-Su 15:00-01:00,openstreetmap,node/6457506386,https://www.openstreetmap.org/node/6457506386
大塚記念湯,大塚記念湯,東京都,,,,35.7299394,139.7269121,,,Sa-Th 14:00-01:00,openstreetmap,node/6457506387,https://www.openstreetmap.org/node/6457506387
大黒湯,大黒湯,東京都,,,,35.7209003,139.7326234,,,Tu-Su 15:30-23:30,openstreetmap,node/6457506388,https://www.openstreetmap.org/node/6457506388
湯〜ゆランドあずま,湯〜ゆランドあずま,東京都,,,,35.7285604,139.6993425,,,We-Mo 15:30-01:30,openstreetmap,node/6457506785,https://www.openstreetmap.org/node/6457506785
改栄湯,改栄湯,東京都,,,,35.7298892,139.7941249,03-3807-8405,http://taito1010.com/component/mtree/sento-list/kaiei.html,Sa-Th 14:00-23:00,openstreetmap,node/6458132385,https://www.openstreetmap.org/node/6458132385
堤柳泉,堤柳泉,東京都,,,,35.7236894,139.7974721,,,Tu-Su 13:00-23:00,openstreetmap,node/6458133085,https://www.openstreetmap.org/node/6458133085
電気湯,電気湯,東京都,,,,35.7163957,139.8225689,,,Su-Fr 15:00-23:00,openstreetmap,node/6458194389,https://www.openstreetmap.org/node/6458194389
秀の湯,秀の湯,東京都,,,,35.7124192,139.6027588,,,Fr-We 15:30-01:30,openstreetmap,node/6458632587,https://www.openstreetmap.org/node/6458632587
第二宝湯,第二宝湯,東京都,,,,35.71169,139.6245834,,,Sa-Th 15:30-00:00,openstreetmap,node/6458645388,https://www.openstreetmap.org/node/6458645388
春の湯,春の湯,東京都,,,,35.6996274,139.560296,,,Fr-We 16:00-00:00,openstreetmap,node/6458646185,https://www.openstreetmap.org/node/6458646185
天徳泉,天徳泉,東京都,,,,35.7058456,139.6321124,,,Su-Fr 15:00-02:00,openstreetmap,node/6461687006,https://www.openstreetmap.org/node/6461687006
杉並湯,杉並湯,東京都,,,,35.697265,139.6503831,,,Tu-Su 15:45-00:00,openstreetmap,node/6461687011,https://www.openstreetmap.org/node/6461687011
香藤湯,香藤湯,東京都,,,,35.7018719,139.660673,,,Sa-Th 16:00-01:00,openstreetmap,node/6461687023,https://www.openstreetmap.org/node/6461687023
昭和浴場,昭和浴場,東京都,,,,35.6994433,139.6621729,,,Th-Tu 15:30-01:30,openstreetmap,node/6461687025,https://www.openstreetmap.org/node/6461687025
千代の湯,千代の湯,東京都,,,,35.7013529,139.6733225,,,Su-Fr 15:45-00:00,openstreetmap,node/6461687026,https://www.openstreetmap.org/node/6461687026
照の湯,照の湯,東京都,,,,35.6986021,139.672582,,,Su-Fr 15:30-00:00,openstreetmap,node/6461687027,https://www.openstreetmap.org/node/6461687027
清春湯,清春湯,東京都,,,,35.6902619,139.6769087,,,Mo-Su 15:30-02:00,openstreetmap,node/6461687028,https://www.openstreetmap.org/node/6461687028
松の湯,松の湯,東京都,,,,35.710878,139.6839168,,,Su-Fr 15:30-00:00,openstreetmap,node/6461697398,https://www.openstreetmap.org/node/6461697398
大黒湯,大黒湯,東京都,,,,35.6948431,139.6694892,,,Tu-Su 16:00-01:00,openstreetmap,node/6461697402,https://www.openstreetmap.org/node/6461697402
大和湯,大和湯,東京都,,,,35.6935161,139.6593646,,,Tu-Su 16:00-00:30,openstreetmap,node/6461697690,https://www.openstreetmap.org/node/6461697690
桜湯,桜湯,東京都,,,,35.6926927,139.6560535,,,Fr-We 15:00-00:00,openstreetmap,node/6461697691,https://www.openstreetmap.org/node/6461697691
玉の湯,玉の湯,東京都,,,,35.7072087,139.6396169,,,We-Su 15:00-01:00,openstreetmap,node/6461708085,https://www.openstreetmap.org/node/6461708085
月の湯,月の湯,東京都,,,,35.6840865,139.6701567,,,We-Su 15:00-23:00,openstreetmap,node/6461885785,https://www.openstreetmap.org/node/6461885785
世界湯,世界湯,東京都,,,,35.714708,139.6996548,,,Fr-We 15:00-01:00,openstreetmap,node/6461929586,https://www.openstreetmap.org/node/6461929586
松の湯,松の湯,東京都,,,,35.7091495,139.7170166,,,Tu-Su 15:00-01:00,openstreetmap,node/6462150686,https://www.openstreetmap.org/node/6462150686
柳湯,柳湯,東京都,,,,35.6989888,139.726534,,,Sa-Th 15:00-00:00,openstreetmap,node/6462191187,https://www.openstreetmap.org/node/6462191187
第三玉の湯,第三玉の湯,東京都,,,,35.7028516,139.7385237,,,Th-Tu 15:00-01:30,openstreetmap,node/6462193185,https://www.openstreetmap.org/node/6462193185
薬師湯,薬師湯,東京都,,,,35.7113389,139.8092206,,,Th-Tu 15:30-02:00,openstreetmap,node/6462534686,https://www.openstreetmap.org/node/6462534686
大星湯,大星湯,東京都,,,,35.6945105,139.7173324,,,Tu-Su 15:00-00:00,openstreetmap,node/6462534687,https://www.openstreetmap.org/node/6462534687
弁天湯,弁天湯,東京都,,,,35.6954789,139.7149043,,,Th-Tu 14:30-01:00,openstreetmap,node/6462549585,https://www.openstreetmap.org/node/6462549585
十思湯,十思湯,東京都,,,,35.6908374,139.7774506,,,Mo-Sa 15:00-23:00,openstreetmap,node/6463426487,https://www.openstreetmap.org/node/6463426487
らかん湯,らかん湯,東京都,,,,35.6913369,139.8257532,,,Tu-Su 15:00-23:00,openstreetmap,node/6463446288,https://www.openstreetmap.org/node/6463446288
黄金湯,黄金湯,東京都,,,,35.7023032,139.81531,,,Tu-Su 10:00-00:30,openstreetmap,node/6463446290,https://www.openstreetmap.org/node/6463446290
さくら湯,さくら湯,東京都,,,,35.7074044,139.8150804,,,Mo-Su 15:30-00:00,openstreetmap,node/6463446291,https://www.openstreetmap.org/node/6463446291
神代湯,神代湯,東京都,,,,35.654551,139.5662897,,,Th-Tu 15:00-00:00,openstreetmap,node/6463675190,https://www.openstreetmap.org/node/6463675190
給田湯,給田湯,東京都,,,157-0064,35.6669506,139.5962156,03-3300-2871,https://www.setagaya1010.tokyo/guide/kyuden-yu/,Fr-Tu 16:00-21:00,openstreetmap,node/6463675191,https://www.openstreetmap.org/node/6463675191
増穂湯,増穂湯,東京都,,,,35.6661915,139.6022224,,,Sa-Th 14:45-22:45,openstreetmap,node/6463675192,https://www.openstreetmap.org/node/6463675192
仁岸湯,仁岸湯,東京都,,,,35.7079551,139.8724011,,,We-Mo 14:30-23:00,openstreetmap,node/6463675686,https://www.openstreetmap.org/node/6463675686
あづま浴泉,あづま浴泉,東京都,,,,35.7087336,139.8756978,,,Th-Tu 14:00-21:00,openstreetmap,node/6463676585,https://www.openstreetmap.org/node/6463676585
湯の楽代田橋,湯の楽代田橋,東京都,,,,35.6725862,139.6597336,,,Fr-We 15:00-00:30,openstreetmap,node/6463734489,https://www.openstreetmap.org/node/6463734489
渋谷笹塚温泉 栄湯,渋谷笹塚温泉栄湯,東京都,,,,35.6756647,139.668679,,,"Mo-Tu,Fr-Sa 15:00-24:00; We-Th off; Su 14:00-24:00",openstreetmap,node/6463830785,https://www.openstreetmap.org/node/6463830785
大黒湯,大黒湯,東京都,,,,35.6709752,139.6831229,,,Th-Tu 15:00-01:30,openstreetmap,node/6464013786,https://www.openstreetmap.org/node/6464013786
仙石湯,仙石湯,東京都,,,,35.6750878,139.6784934,,,Tu-Su 16:00-00:00,openstreetmap,node/6464014085,https://www.openstreetmap.org/node/6464014085
湊湯,湊湯,東京都,,,,35.6726012,139.7794959,,,Su-Fr 15:00-00:30,openstreetmap,node/6464014885,https://www.openstreetmap.org/node/6464014885
改良湯,改良湯,東京都,,,,35.6530514,139.709518,,,Su-Fr 15:00-00:30,openstreetmap,node/6464014886,https://www.openstreetmap.org/node/6464014886
辰巳湯,辰巳湯,東京都,,,,35.6799172,139.7996963,,,Tu-Su 15:00-00:00,openstreetmap,node/6464015686,https://www.openstreetmap.org/node/6464015686
光明泉,光明泉,東京都,,,,35.6455485,139.7003059,,,Mo-Su 15:00-01:00,openstreetmap,node/6464016185,https://www.openstreetmap.org/node/6464016185
勝どき湯,勝どき湯,東京都,,,,35.6579151,139.7741588,,,Mo-Sa 15:30-22:00,openstreetmap,node/6464086186,https://www.openstreetmap.org/node/6464086186
月島温泉,月島温泉,東京都,,,,35.6636408,139.7811934,,,Mo-Su 14:30-23:40,openstreetmap,node/6464701386,https://www.openstreetmap.org/node/6464701386
栄湯,栄湯,東京都,,,,35.6290854,139.6342544,,,We-Su 16:00-23:30,openstreetmap,node/6464701391,https://www.openstreetmap.org/node/6464701391
旭湯,旭湯,東京都,,,,35.6171672,139.6772426,,,Tu-Su 15:30-00:00,openstreetmap,node/6464701393,https://www.openstreetmap.org/node/6464701393
八幡湯,八幡湯,東京都,,,,35.647959,139.6663115,,,Su-Th 15:00-23:00,openstreetmap,node/6464701397,https://www.openstreetmap.org/node/6464701397
千代の湯,千代の湯,東京都,,,,35.6426128,139.669569,,,Sa-Th 16:00-01:00,openstreetmap,node/6464748990,https://www.openstreetmap.org/node/6464748990
そしがや温泉21,そしがや温泉21,東京都,,,,35.6456191,139.6077084,,,Mo-Su 14:00-00:00,openstreetmap,node/6464749286,https://www.openstreetmap.org/node/6464749286
富の湯,富の湯,東京都,,,,35.6466351,139.5696683,,,Tu-Su 14:00-00:00,openstreetmap,node/6464749385,https://www.openstreetmap.org/node/6464749385
世田谷温泉 四季の湯,世田谷温泉四季の湯,東京都,,,,35.6453693,139.6249724,,,Tu-Su 15:00-00:00,openstreetmap,node/6464749390,https://www.openstreetmap.org/node/6464749390
駒の湯,駒の湯,東京都,,,,35.6428504,139.6670676,,,We-Su 15:30-23:30,openstreetmap,node/6464749392,https://www.openstreetmap.org/node/6464749392
宝来湯,宝来湯,東京都,,,,35.6438031,139.7208584,,,Su-Fr 16:00-23:00,openstreetmap,node/6464749393,https://www.openstreetmap.org/node/6464749393
みどり湯,みどり湯,東京都,,,,35.6090381,139.6740899,,,Fr-We 13:00-22:00,openstreetmap,node/6466080890,https://www.openstreetmap.org/node/6466080890
第二栗の湯,第二栗の湯,東京都,,,,35.5730512,139.6788483,,,Sa-Th 15:00-00:00,openstreetmap,node/6466185187,https://www.openstreetmap.org/node/6466185187
草津湯,草津湯,東京都,,,,35.5652631,139.6998968,,,Mo-Su 12:00-00:00,openstreetmap,node/6466185188,https://www.openstreetmap.org/node/6466185188
アサヒトレンド21,アサヒトレンド21,東京都,,,,35.7009537,139.5583196,,,Sa-Th 15:30-23:30,openstreetmap,node/6466185194,https://www.openstreetmap.org/node/6466185194
富士見湯,富士見湯,東京都,,,,35.7098121,139.3809096,,,Mo off; Tu-Sa 12:00-09:00; Su 12:00-24:00,openstreetmap,node/6466192186,https://www.openstreetmap.org/node/6466192186
桜湯,桜湯,東京都,,,,35.7458376,139.4725428,,,Tu-Su 15:00-23:00,openstreetmap,node/6466192385,https://www.openstreetmap.org/node/6466192385
千代乃湯,千代乃湯,東京都,,,,35.6872649,139.5493464,,,Mo-Su 15:30-23:30,openstreetmap,node/6466192785,https://www.openstreetmap.org/node/6466192785
峰の湯,峰の湯,東京都,,,,35.7662584,139.5128177,,,We-Mo 15:00-22:30,openstreetmap,node/6477902285,https://www.openstreetmap.org/node/6477902285
稲垣浴泉,稲垣浴泉,東京都,,,,35.7567114,139.6946385,,,Tu-Su 16:00-23:00,openstreetmap,node/6515095185,https://www.openstreetmap.org/node/6515095185
天神湯,天神湯,東京都,,,,35.5594449,139.7271429,,,Fr-We 14:00-00:00,openstreetmap,node/6521225085,https://www.openstreetmap.org/node/6521225085
はすぬま温泉,はすぬま温泉,東京都,,,,35.5654054,139.7086236,,,We-Mo 15:00-01:00,openstreetmap,node/6524697887,https://www.openstreetmap.org/node/6524697887
大塚湯,大塚湯,東京都,,,,35.6335983,139.6988142,,,Su-Fr 15:00-23:00,openstreetmap,node/6528423385,https://www.openstreetmap.org/node/6528423385
湯どんぶり栄湯,湯どんぶり栄湯,東京都,,,,35.7254761,139.7986716,+81 3-3875-2885,https://sakaeyu.com/en/,Th-Tu 14:00-00:00,openstreetmap,node/6547536685,https://www.openstreetmap.org/node/6547536685
鶴の湯,鶴の湯,東京都,,,,35.7207163,139.7991434,,,Fr-We 14:00-23:00,openstreetmap,node/6551975890,https://www.openstreetmap.org/node/6551975890
ヌーランドさがみゆ,ヌーランドさがみゆ,東京都,,,,35.550432,139.7136436,,,Mo-Su 10:00-23:00,openstreetmap,node/6581485385,https://www.openstreetmap.org/node/6581485385
隆の湯,隆の湯,東京都,,,,35.5504448,139.7136346,,,Su-Fr 15:00-00:00,openstreetmap,node/6581983286,https://www.openstreetmap.org/node/6581983286
HOTランド みどり湯,hotランドみどり湯,東京都,,,,35.7794656,139.7332578,,,Tu-Su 15:00-23:30,openstreetmap,node/6604256586,https://www.openstreetmap.org/node/6604256586
湯〜ハウス,湯〜ハウス,東京都,,,,35.7653173,139.6731415,,,Sa-Th 15:00-23:30,openstreetmap,node/6620836385,https://www.openstreetmap.org/node/6620836385
乙女湯,乙女湯,東京都,,,,35.6784043,139.8690067,,,Tu-Su 15:00-00:00,openstreetmap,node/6634676885,https://www.openstreetmap.org/node/6634676885
丸正浴場,丸正浴場,東京都,,,,35.6324639,139.5918613,,,Th-Tu 15:00-23:00,openstreetmap,node/6652922587,https://www.openstreetmap.org/node/6652922587
梅の湯,梅の湯,東京都,,,,35.6751737,139.5577249,,,Tu-Su 15:00-23:00,openstreetmap,node/6665260085,https://www.openstreetmap.org/node/6665260085
タイムズ スパ・レスタ,タイムズスパ・レスタ,東京都,,,,35.7287722,139.7174078,+81 3 5979 8924,https://www.timesspa-resta.jp/,Mo-Su 11:00-08:30,openstreetmap,node/6709542829,https://www.openstreetmap.org/node/6709542829
美しの湯,美しの湯,東京都,,,,35.6845497,139.6146782,03-3334-0008,http://utsukushi-yu.com/,,openstreetmap,node/6712018870,https://www.openstreetmap.org/node/6712018870
アクアプレイス旭,アクアプレイス旭,東京都,,,,35.7201356,139.7944587,,,We-Mo 15:00-01:00,openstreetmap,node/6741660285,https://www.openstreetmap.org/node/6741660285
湯の森 深大湯,湯の森深大湯,東京都,,,,35.6774263,139.5464779,,,Fr-We 15:00-23:00,openstreetmap,node/6742369003,https://www.openstreetmap.org/node/6742369003
あけぼの湯,あけぼの湯,東京都,,,,35.6807075,139.863763,,,Fr-We 15:30-23:50,openstreetmap,node/6749126185,https://www.openstreetmap.org/node/6749126185
宝泉湯,宝泉湯,東京都,,,,35.7222623,139.7825206,,,Tu-Su 15:00-00:00,openstreetmap,node/6753230485,https://www.openstreetmap.org/node/6753230485
黄金湯,黄金湯,東京都,,,,35.7289043,139.7803718,,,We-Mo 15:00-23:00,openstreetmap,node/6759388985,https://www.openstreetmap.org/node/6759388985
東京健康ランド まねきの湯,東京健康ランドまねきの湯,東京都,,,,35.6868471,139.8616093,,,,openstreetmap,node/6774146088,https://www.openstreetmap.org/node/6774146088
松の湯,松の湯,東京都,,,,35.7691768,139.7841327,,,Sa-Th 15:45-22:00,openstreetmap,node/6774647885,https://www.openstreetmap.org/node/6774647885
湯楽の里,湯楽の里,東京都,,美堀町三丁目1410,190-0001,35.7218798,139.3551688,+81-42-500-2615,http://yurakirari.com,24/7,openstreetmap,node/6794057585,https://www.openstreetmap.org/node/6794057585
塩湯,塩湯,東京都,,,,35.6873498,139.7273063,,,Tu-Su 15:00-23:00,openstreetmap,node/6813261785,https://www.openstreetmap.org/node/6813261785
大蔵湯,大蔵湯,東京都,,,,35.5617553,139.4299392,,,Sa-Th 14:00-23:00,openstreetmap,node/6837536386,https://www.openstreetmap.org/node/6837536386
金春湯,金春湯,東京都,,,,35.6173698,139.7216147,,,We-Mo 15:30-00:00,openstreetmap,node/6855301788,https://www.openstreetmap.org/node/6855301788
